chromophore_smiles,solvent_original,canonical_chromophore_smiles,canonical_solvent_smiles,absorption_nm,emission_nm,lifetime_ns,quantum_yield,log_extinction,source_dataset
OC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C(C=C/5)C3=CC5=[N+](C)\C,H2O,COC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2c1ccc1cccc(O)c12,,567.0,614.0,,0.041,,chemfluor
COC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C(C=C/5)C3=CC5=[N+](C)\C,H2O,COC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2c1ccc1cccc(OC)c12,,568.0,606.0,,0.09,,chemfluor
OC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5,H2O,COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1cccc(O)c21)CCC[N+]=4CCC3,,585.0,624.0,,0.15,,chemfluor
COC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5,H2O,COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1cccc(OC)c21)CCC[N+]=4CCC3,,582.0,622.0,,0.11,,chemfluor
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C=CC4=C5C=CC(O)=C4)=C5OC2=C\1,H2O,C[N+](C)=c1ccc2c(-c3ccccc3C(=O)O)c3ccc4cc(O)ccc4c3oc-2c1,,544.0,583.0,,0.03,,chemfluor
CN(C)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(C(O3)=C4C=C5)C=CC4=CC5=O)C3=C1,H2O,CN(C)c1ccc2c(-c3ccccc3C(=O)O)c3ccc4cc(=O)ccc4c3oc2c1,,573.0,627.0,,0.09,,chemfluor
C/[N+](C)=C1C=CC2=C(C3=C(F)C(F)=C(F)C(F)=C3C(O)=O)C(C=CC4=C5C=CC(O)=C4)=C5OC2=C\1,H2O,C[N+](C)=c1ccc2c(-c3c(F)c(F)c(F)c(F)c3C(=O)O)c3ccc4cc(O)ccc4c3oc-2c1,,571.0,603.0,,0.01,,chemfluor
CN(C)C1=CC=C(C(C2=C(F)C(F)=C(F)C(F)=C2C(O)=O)=C(C(O3)=C4C=C5)C=CC4=CC5=O)C3=C1,H2O,CN(C)c1ccc2c(-c3c(F)c(F)c(F)c(F)c3C(=O)O)c3ccc4cc(=O)ccc4c3oc2c1,,603.0,650.0,,0.02,,chemfluor
C/[N+](C)=C1C=CC2=C(C3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C(O)=O)C(C=CC4=C5C=CC(O)=C4)=C5OC2=C\1,H2O,C[N+](C)=c1ccc2c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3C(=O)O)c3ccc4cc(O)ccc4c3oc-2c1,,574.0,603.0,,0.01,,chemfluor
CN(C)C1=CC=C(C(C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C(O)=O)=C(C(O3)=C4C=C5)C=CC4=CC5=O)C3=C1,H2O,CN(C)c1ccc2c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3C(=O)O)c3ccc4cc(=O)ccc4c3oc2c1,,605.0,651.0,,,,chemfluor
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C(C4=C(C=CC(O)=C4)C=C5)=C5OC2=C\1,H2O,C[N+](C)=c1ccc2c(-c3ccccc3C(=O)O)c3c(ccc4ccc(O)cc43)oc-2c1,,560.0,605.0,,,,chemfluor
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(N)=CC=C4)=C5OC2=C1,H2O,COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2c1ccc1cccc(N)c12,,576.0,760.0,,0.18,,chemfluor
C/[N+](C)=C1C=CC2=C(C3=CC=CC=C3C(OC)=O)C(C=CC4=C5C(N)=CC=C4)=C5OC2=C\1,H2O,COC(=O)c1ccccc1-c1c2ccc(=[N+](C)C)cc-2oc2c1ccc1cccc(N)c12,,598.0,770.0,,0.2,,chemfluor
NC1=CC=CC2=C1C(O3)=C(C=C2)C(C4=CC=CC=C4C(OC)=O)=C(C=C5CCC6)C3=C7C5=[N+]6CCC7,H2O,COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1cccc(N)c21)CCC[N+]=4CCC3,,601.0,740.0,,0.0066,,chemfluor
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C(C=CC4=C5C=CC(N)=C4)=C5OC2=C1,H2O,Nc1ccc2c(ccc3c(-c4ccccc4C(=O)[O-])c4ccc(=[NH2+])cc-4oc32)c1,,533.0,645.0,,0.07,,chemfluor
NC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C3=CC5=[N+](C)\C)C=C1,H2O,C[N+](C)=c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc4cc(N)ccc4c3oc-2c1,,564.0,612.0,,0.081,,chemfluor
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C(C=CC4=C5C=CC(N(C)C)=C4)=C5OC2=C1,H2O,CN(C)c1ccc2c(ccc3c(-c4ccccc4C(=O)[O-])c4ccc(=[NH2+])cc-4oc32)c1,,568.0,652.0,,0.021,,chemfluor
NC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C([O-])=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5)C=C1,H2O,Nc1ccc2c3c(ccc2c1)C(c1ccccc1C(=O)[O-])=c1cc2c4c(c1O3)CCC[N+]=4CCC2,,577.0,612.0,,0.17,,chemfluor
CNC1=CC2=C(C(O3)=C(C=C2)C(C4=CC=CC=C4C([O-])=O)=C5C3=C6C7=[N+](CCC6)CCCC7=C5)C=C1,H2O,CNc1ccc2c3c(ccc2c1)C(c1ccccc1C(=O)[O-])=c1cc2c4c(c1O3)CCC[N+]=4CCC2,,585.0,624.0,,0.25,,chemfluor
NC1=CC2=C(C3=C(C=C2)C(C4=CC(N)=C(N)C=C4)=C5C(C6=C(C=C(N)C=C6)C=C5)=[O+]3)C=C1,H2O,Nc1ccc2c(ccc3c(-c4ccc(N)c(N)c4)c4ccc5cc(N)ccc5c4[o+]c32)c1,,600.0,681.0,,0.027,,chemfluor
NC(C=C1)=C(N)C=C1C2=C3C(C4=C(C=C(N(CC)CC)C=C4)C=C3)=[O+]C5=C2C=CC6=C5C=CC(N(CC)CC)=C6,H2O,CCN(CC)c1ccc2c(ccc3c(-c4ccc(N)c(N)c4)c4ccc5cc(N(CC)CC)ccc5c4[o+]c32)c1,,666.0,745.0,,0.015,,chemfluor
NC1=CC2=C(C3=C(C=C2)C(C4=CC5=C(N=NN5)C=C4)=C6C(C7=C(C=C(N)C=C7)C=C6)=[O+]3)C=C1,H2O,Nc1ccc2c(ccc3c(-c4ccc5nn[nH]c5c4)c4ccc5cc(N)ccc5c4[o+]c32)c1,,612.0,681.0,,0.16,,chemfluor
CCN(CC)C1=CC2=C(C3=C(C=C2)C(C4=CC5=C(N=NN5)C=C4)=C6C(C7=C(C=C(N(CC)CC)C=C7)C=C6)=[O+]3)C=C1,H2O,CCN(CC)c1ccc2c(ccc3c(-c4ccc5nn[nH]c5c4)c4ccc5cc(N(CC)CC)ccc5c4[o+]c32)c1,,683.0,750.0,,0.13,,chemfluor
C12=C(CCC3)C4=[N+]3CCCC4=CC1=CC(C5=C2)=C(C6=CC(C=C7C8=C9CCCN8CCC7)=C9C=C6C5%10C(C=CC=C%11)=C%11OC%12=C%10C=CC=C%12)C%13=CC=CC=C%13,CH2Cl2,c1ccc(C2=c3cc4cc5c6c(c4cc3C3(c4ccccc4Oc4ccccc43)c3cc4c7c8c(cc4cc32)CCCN8CCC7)CCC[N+]=6CCC5)cc1,,880.0,921.0,,0.087,,chemfluor
CC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,CH2Cl2,Cc1ccccc1C1=c2cc3cc4c5c(c3cc2C2(c3ccccc3Oc3ccccc32)c2cc3c6c7c(cc3cc21)CCCN7CCC6)CCC[N+]=5CCC4,,879.0,920.0,,0.133,,chemfluor
CCC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,CH2Cl2,CCc1ccccc1C1=c2cc3cc4c5c(c3cc2C2(c3ccccc3Oc3ccccc32)c2cc3c6c7c(cc3cc21)CCCN7CCC6)CCC[N+]=5CCC4,,882.0,922.0,,0.092,,chemfluor
CC1=CC=CC(C)=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,CH2Cl2,Cc1cccc(C)c1C1=c2cc3cc4c5c(c3cc2C2(c3ccccc3Oc3ccccc32)c2cc3c6c7c(cc3cc21)CCCN7CCC6)CCC[N+]=5CCC4,,873.0,915.0,,0.094,,chemfluor
COCC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,CH2Cl2,COCc1ccccc1C1=c2cc3cc4c5c(c3cc2C2(c3ccccc3Oc3ccccc32)c2cc3c6c7c(cc3cc21)CCCN7CCC6)CCC[N+]=5CCC4,,885.0,926.0,,0.076,,chemfluor
COC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,CH2Cl2,COc1ccccc1C1=c2cc3cc4c5c(c3cc2C2(c3ccccc3Oc3ccccc32)c2cc3c6c7c(cc3cc21)CCCN7CCC6)CCC[N+]=5CCC4,,880.0,919.0,,0.092,,chemfluor
CC(CO)N1CC2=C(N3C=CC=CC3=C2C)C1=O,CH2Cl2,Cc1c2c(n3ccccc13)C(=O)N(C(C)CO)C2,,326.0,434.0,,0.41,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C)C1=O,CH2Cl2,Cc1c2c(n3ccc(-c4ccccc4)cc13)C(=O)N(C(C)CO)C2,,349.0,433.0,,0.19,,chemfluor
CC(CO)N1CC2=C(N3C=CC(=CC3=C2C)C#N)C1=O,CH2Cl2,Cc1c2c(n3ccc(C#N)cc13)C(=O)N(C(C)CO)C2,,342.0,460.0,,0.76,,chemfluor
CC(CO)N1CC2=C(N3C=CC(=CC3=C2C)C(C)=O)C1=O,CH2Cl2,CC(=O)c1ccn2c3c(c(C)c2c1)CN(C(C)CO)C3=O,,396.0,471.0,,0.82,,chemfluor
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=CC=CC=C4)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3ccccc3)c3ccccn3c2C1=O,,298.0,420.0,,0.57,,chemfluor
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=CC=CC=C4)C1=O,CH2Cl2,COc1ccn2c3c(c(-c4ccccc4)c2c1)CN(C(C)CO)C3=O,,320.0,481.0,,0.27,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=CC=C5)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3ccccc3)c3cc(-c4ccccc4)ccn3c2C1=O,,350.0,490.0,,0.83,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=CC=C4)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3ccccc3)c3cc(C#N)ccn3c2C1=O,,388.0,497.0,,0.65,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4)C1=O,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccccc4)c2c1)CN(C(C)CO)C3=O,,403.0,507.0,,0.74,,chemfluor
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=C(OC)C=CC=C4)C1=O,CH2Cl2,COc1ccccc1-c1c2c(n3ccccc13)C(=O)N(C(C)CO)C2,,320.0,461.0,,0.37,,chemfluor
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=C(OC)C=CC=C4)C1=O,CH2Cl2,COc1ccn2c3c(c(-c4ccccc4OC)c2c1)CN(C(C)CO)C3=O,,323.0,465.0,,0.26,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=C(OC)C=CC=C5)C1=O,CH2Cl2,COc1ccccc1-c1c2c(n3ccc(-c4ccccc4)cc13)C(=O)N(C(C)CO)C2,,381.0,489.0,,0.69,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=C(OC)C=CC=C4)C1=O,CH2Cl2,COc1ccccc1-c1c2c(n3ccc(C#N)cc13)C(=O)N(C(C)CO)C2,,391.0,493.0,,0.55,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=C(OC)C=CC=C4)C1=O,CH2Cl2,COc1ccccc1-c1c2c(n3ccc(C(C)=O)cc13)C(=O)N(C(C)CO)C2,,404.0,508.0,,0.71,,chemfluor
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=CC=CS4)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3cccs3)c3ccccn3c2C1=O,,322.0,481.0,,0.08,,chemfluor
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=CC=CS4)C1=O,CH2Cl2,COc1ccn2c3c(c(-c4cccs4)c2c1)CN(C(C)CO)C3=O,,335.0,500.0,,0.03,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=CS5)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3cccs3)c3cc(-c4ccccc4)ccn3c2C1=O,,283.0,515.0,,0.11,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=CS4)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3cccs3)c3cc(C#N)ccn3c2C1=O,,398.0,529.0,,0.15,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=CS4)C1=O,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4cccs4)c2c1)CN(C(C)CO)C3=O,,349.0,540.0,,0.35,,chemfluor
OCC(C)N1CC2=C(N3C=CC=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3ccc(N(C)C)cc3)c3ccccn3c2C1=O,,298.0,495.0,,0.1,,chemfluor
OCC(C)N1CC2=C(N3C=CC(OC)=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,CH2Cl2,COc1ccn2c3c(c(-c4ccc(N(C)C)cc4)c2c1)CN(C(C)CO)C3=O,,311.0,480.0,,0.03,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C4=CC=CC=C4)=CC3=C2C5=CC=C(N(C)C)C=C5)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3ccc(N(C)C)cc3)c3cc(-c4ccccc4)ccn3c2C1=O,,403.0,530.0,,0.21,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C#N)=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,CH2Cl2,CC(CO)N1Cc2c(-c3ccc(N(C)C)cc3)c3cc(C#N)ccn3c2C1=O,,428.0,509.0,,0.13,,chemfluor
OCC(C)N1CC2=C(N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(C)C)C=C4)C1=O,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccc(N(C)C)cc4)c2c1)CN(C(C)CO)C3=O,,440.0,613.0,,0.15,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(C#N)C=C4,CH2Cl2,Cc1ccn2c3c(c(-c4ccc(C#N)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,344.0,445.0,,0.67,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(C#N)C=C4,CH2Cl2,COc1ccn2c3c(c(-c4ccc(C#N)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,344.0,460.0,,0.58,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(C#N)C=C4,CH2Cl2,COC(=O)c1ccn2c3c(c(-c4ccc(C#N)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,394.0,487.0,,0.99,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C#N)C=C4,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccc(C#N)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,407.0,494.0,,0.99,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(Br)C=C4,CH2Cl2,Cc1ccn2c3c(c(-c4ccc(Br)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,318.0,462.0,,0.33,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(Br)C=C4,CH2Cl2,COc1ccn2c3c(c(-c4ccc(Br)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,325.0,476.0,,0.3,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(Br)C=C4,CH2Cl2,COC(=O)c1ccn2c3c(c(-c4ccc(Br)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,393.0,492.0,,0.9,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(Br)C=C4,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccc(Br)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,405.0,502.0,,0.9,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(C)C=C4,CH2Cl2,Cc1ccc(-c2c3c(n4ccc(C)cc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,,344.0,471.0,,0.63,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(OC)=CC3=C2C4=CC=C(C)C=C4,CH2Cl2,COc1ccn2c3c(c(-c4ccc(C)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,337.0,485.0,,0.24,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(C)C=C4,CH2Cl2,COC(=O)c1ccn2c3c(c(-c4ccc(C)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,396.0,498.0,,0.88,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C)C=C4,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccc(C)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,408.0,509.0,,0.8,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(OC)C=C4,CH2Cl2,COc1ccc(-c2c3c(n4ccc(C)cc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,,345.0,482.0,,0.41,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(OC)C=C4,CH2Cl2,COC(=O)c1ccn2c3c(c(-c4ccc(OC)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,400.0,512.0,,0.68,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(OC)C=C4,CH2Cl2,COc1ccc(-c2c3c(n4ccc(C(C)=O)cc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,,412.0,526.0,,0.69,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,CH2Cl2,Cc1ccn2c3c(c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,332.0,497.0,,0.22,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,CH2Cl2,COC(=O)c1ccn2c3c(c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,412.0,554.0,,0.42,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,428.0,579.0,,0.4,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(OC)=O)=CC3=C2C4=CC=C(N(CCC)CCC)C=C4,CH2Cl2,CCCN(CCC)c1ccc(-c2c3c(n4ccc(C(=O)OC)cc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,,429.0,586.0,,0.18,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(N(CCC)CCC)C=C4,CH2Cl2,CCCN(CCC)c1ccc(-c2c3c(n4ccc(C(C)=O)cc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,,445.0,605.0,,0.2,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4C#N,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccccc4C#N)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,392.0,474.0,,1.0,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(C#N)=C4,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4cccc(C#N)c4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,400.0,490.0,,0.99,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4Br,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccccc4Br)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,391.0,472.0,,0.98,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(Br)=C4,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4cccc(Br)c4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,403.0,496.0,,0.96,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4OC,CH2Cl2,COc1ccccc1-c1c2c(n3ccc(C(C)=O)cc13)C(=O)N(CCNC(=O)OC(C)(C)C)C2,,405.0,503.0,,0.82,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(OC)=C4,CH2Cl2,COc1cccc(-c2c3c(n4ccc(C(C)=O)cc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)c1,,405.0,505.0,,0.89,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4N(C)C,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4ccccc4N(C)C)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,410.0,548.0,,0.51,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC(N(C)C)=C4,CH2Cl2,CC(=O)c1ccn2c3c(c(-c4cccc(N(C)C)c4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,,408.0,529.0,,0.3,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C)C=CC3=C2C4=CC=C(Br)C=C4,CH2Cl2,Cc1ccc2c(-c3ccc(Br)cc3)c3c(n2c1)C(=O)N(CCNC(=O)OC(C)(C)C)C3,,312.0,457.0,,0.5,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C)C3=C2C4=CC=C(Br)C=C4,CH2Cl2,Cc1cccn2c3c(c(-c4ccc(Br)cc4)c12)CN(CCNC(=O)OC(C)(C)C)C3=O,,338.0,443.0,,0.37,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C(C)=O)C=CC3=C2C4=CC=C(Br)C=C4,CH2Cl2,CC(=O)c1ccc2c(-c3ccc(Br)cc3)c3c(n2c1)C(=O)N(CCNC(=O)OC(C)(C)C)C3,,347.0,510.0,,0.04,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C(C)=O)C3=C2C4=CC=C(Br)C=C4,CH2Cl2,CC(=O)c1cccn2c3c(c(-c4ccc(Br)cc4)c12)CN(CCNC(=O)OC(C)(C)C)C3=O,,387.0,500.0,,0.01,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C)C=CC3=C2C4=CC=C(OC)C=C4,CH2Cl2,COc1ccc(-c2c3c(n4cc(C)ccc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,,344.0,472.0,,0.47,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=CC=C(C)C3=C2C4=CC=C(OC)C=C4,CH2Cl2,COc1ccc(-c2c3c(n4cccc(C)c24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,,339.0,459.0,,0.73,,chemfluor
O=C1N(CCNC(OC(C)(C)C)=O)CC2=C1N3C=C(C(C)=O)C=CC3=C2C4=CC=C(OC)C=C4,CH2Cl2,COc1ccc(-c2c3c(n4cc(C(C)=O)ccc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,,354.0,537.0,,0.03,,chemfluor
