chromophore_smiles,solvent_original,canonical_chromophore_smiles,canonical_solvent_smiles,absorption_nm,emission_nm,lifetime_ns,quantum_yield,log_extinction,source_dataset,fluodb_source,fluodb_tag,fluodb_tag_name,fluodb_solvent_num,fluodb_split,reference_doi,stokes_shift_nm
N#Cc1ccc2nc3nc(O)nc(O)c3nc2c1,ClCCCl,N#Cc1ccc2nc3nc(O)nc(O)c3nc2c1,ClCCCl,387.0,420.0,,0.0219999998807907,3.733999286538387,FluoDB-Lite,Deep4Chem,11.0,6p6,1.0,train,10.1016/j.theochem.2004.11.058,33.0
COC1=CC=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)C1=[O+]C,ClCCl,COC1=CC=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)C1=[O+]C,ClCCl,503.0,514.0,,0.8989999890327454,,FluoDB-Lite,BODIPY,5.0,BODIPY,8.0,valid,10.1021/ja068551y,11.0
C(=C/c1ccnc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC(C)=O,C(=C\c1ccnc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)/c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC(C)=O,,531.0,,,,FluoDB-Lite,Deep4Chem,6.0,Triphenylamine,7.0,train,10.1021/acs.joc.8b01653,
O=C(O)C1=CC=C(c2ccc3c(c2)CCN3c2ccccc2)CC1,C1CCOC1,O=C(O)C1=CC=C(c2ccc3c(c2)CCN3c2ccccc2)CC1,C1CCOC1,395.0,,,,,FluoDB-Lite,Dye aggregation,10.0,5p6,1.0,test,10.1002/chem.201001294,
CCOC(=O)Cn1c(S)nnc1Cc1ccccc1,CO,CCOC(=O)Cn1c(S)nnc1Cc1ccccc1,CO,,,,,3.249931756634195,FluoDB-Lite,Epsilon,12.0,5n6,1.0,test,,
CCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)ccc21,ClCCl,CCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)ccc21,ClCCl,474.0,,,,,FluoDB-Lite,DSSCDB,9.0,Acridines,1.0,train,10.1039/c2ra20819a,
O=C1c2ccccc2-c2ccccc21,C1CCCCC1,O=C1c2ccccc2-c2ccccc21,C1CCCCC1,382.0,463.0,,0.0003999999898951,,FluoDB-Lite,Deep4Chem,13.0,6n6,4.0,train,10.1039/c4cp01724b,81.0
COc1cc(CO)cc2oc3ccc(O)c(C(=O)O)c3c(=O)c12,CO,COc1cc(CO)cc2oc3ccc(O)c(C(=O)O)c3c(=O)c12,CO,,,,,4.009960531470598,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
CCC1=C(C)C2=C(c3ccc(-c4ccc(-c5ccc(COC(C)=O)cc5)cc4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,CCC1=C(C)C2=C(c3ccc(-c4ccc(-c5ccc(COC(C)=O)cc5)cc4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,525.7999877929688,536.9000244140625,,0.5099999904632568,,FluoDB-Lite,BODIPY,5.0,BODIPY,1.0,train,10.1021/jp8051592,11.10003662109375
C/C=C1/c2cc3[nH]c(cc4nc(cc5[nH]c(cc(n2)C1(C)CC(=O)N(C)C)cc5C)C(C)=C4CCC(=O)OC)c(CCC(=O)OC)c3C,ClC(Cl)Cl,C/C=C1/c2cc3[nH]c(cc4nc(cc5[nH]c(cc(n2)C1(C)CC(=O)N(C)C)cc5C)C(C)=C4CCC(=O)OC)c(CCC(=O)OC)c3C,ClC(Cl)Cl,,,,,5.307496037913213,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,train,,
COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CCOCC,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CCOCC,346.0,410.0,,0.6700000166893005,,FluoDB-Lite,Deep4Chem,10.0,5p6,32.0,train,10.1039/c1pp05123g,64.0
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,OCCO,Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2[C@H]1C[C@H](O)[C@@H](CO)O1,OCCO,,365.0,,0.209999993443489,,FluoDB-Lite,Deep4Chem,8.0,PAHs,10.0,valid,10.1016/j.tetlet.2014.10.116,
Cc1ccc2nc(-c3ccc(N4N=C(c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)CC4c4ccc(N(C)C)cc4)cc3)sc2c1,C1CCOC1,Cc1ccc2nc(-c3ccc(N4N=C(c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)CC4c4ccc(N(C)C)cc4)cc3)sc2c1,C1CCOC1,510.0,,,,,FluoDB-Lite,Dye aggregation,10.0,5p6,1.0,train,10.1039/C6RA00738D,
CCCCCCn1nc2c(-c3ccc(C=C(C#N)C(=O)O)cc3)cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2n1,C1CCOC1,CCCCCCn1nc2c(-c3ccc(C=C(C#N)C(=O)O)cc3)cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2n1,C1CCOC1,440.0,,,,,FluoDB-Lite,Dye aggregation,6.0,Triphenylamine,1.0,train,10.1021/acsami.5b07205,
COc1cc2ncnc(Cc3ccccc3)c2cc1OC,CO,COc1cc2ncnc(Cc3ccccc3)c2cc1OC,CO,,,,,4.811709026696192,FluoDB-Lite,Epsilon,11.0,6p6,1.0,test,,
COc1c(Cc2ccc(O)cc2)c(O)cc2c1-c1ccc(O)cc1CC2,CO,COc1c(Cc2ccc(O)cc2)c(O)cc2c1-c1ccc(O)cc1CC2,CO,,,,,4.349997831621175,FluoDB-Lite,Epsilon,13.0,6n6,1.0,train,,
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,CC#N,O=C1c2ccccc2C(=O)c2c(Cl)cccc21,CC#N,,,,,4.0553783313750005,FluoDB-Lite,Epsilon,9.0,Acridines,3.0,train,,
N=C1C(=N)c2ccccc2OC1=O,ClC(Cl)Cl,N=C1C(=N)c2ccccc2OC1=O,ClC(Cl)Cl,374.0,,,,,FluoDB-Lite,ChemDataExtractor,11.0,6p6,1.0,valid,,
CC=C1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC[C@@H]1[C@@H](c2ccc(O)c(OC)c2)OC[C@]1(O)Cc1ccc(O)c(OC)c1,CO,CC=C1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC[C@@H]1[C@@H](c2ccc(O)c(OC)c2)OC[C@]1(O)Cc1ccc(O)c(OC)c1,CO,,,,,0.5440680443502757,FluoDB-Lite,Epsilon,13.0,6n6,1.0,train,,
N#Cc1cccc2c(=O)c3ccccc3oc12,CCO,N#Cc1cccc2c(=O)c3ccccc3oc12,CCO,,,,,4.620999618905931,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
c1ccc(-c2[nH]ccc2Cc2cccc3ccccc23)cc1,CCO,c1ccc(-c2[nH]ccc2Cc2cccc3ccccc23)cc1,CCO,,,,,0.635483764072224,FluoDB-Lite,Epsilon,8.0,PAHs,1.0,train,,
COc1c(Cc2ccccc2)cc(C(C)=O)c(O)c1OC,CO,COc1c(Cc2ccccc2)cc(C(C)=O)c(O)c1OC,CO,,,,,4.9000009651534695,FluoDB-Lite,Epsilon,13.0,6n6,1.0,train,,
C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5COC(C)=O)c(C)c4CCC(=O)OC)C(CCC(=O)OC)=C3C,ClC(Cl)Cl,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5COC(C)=O)c(C)c4CCC(=O)OC)C(CCC(=O)OC)=C3C,ClC(Cl)Cl,,,,,5.235528446907549,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,test,,
OCCNc1c(F)c(F)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c(NCCO)ccc32)c(F)c1F,ClCCl,OCCNc1c(F)c(F)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c(NCCO)ccc32)c(F)c1F,ClCCl,,,,,0.6748611424890821,FluoDB-Lite,Epsilon,5.0,BODIPY,1.0,train,,
CCc1c(C)c2n(c1/C=C/c1ccc(OC)cc1)[B-](F)(F)[N+]1=C(NCc3ccccc3)C=CC1=C2,Clc1ccccc1,CCc1c(C)c2n(c1/C=C/c1ccc(OC)cc1)[B-](F)(F)[N+]1=C(NCc3ccccc3)C=CC1=C2,Clc1ccccc1,601.0,616.0,,0.4399999976158142,,FluoDB-Lite,BODIPY,5.0,BODIPY,18.0,test,10.1002/ejoc.201800083,15.0
C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)OC)[C@@H]3C,ClCCl,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)OC)[C@@H]3C,ClCCl,667.0,674.0,,0.2720000147819519,,FluoDB-Lite,Deep4Chem,7.0,Porphyrin,1.0,test,10.1016/j.tet.2014.01.020,7.0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccccc1O)CCC3,CS(C)=O,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccccc1O)CCC3,CS(C)=O,570.0,,,,,FluoDB-Lite,SMFluo,11.0,6p6,1.0,train,,
COCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(C)=O,COCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(C)=O,429.0,556.0,,0.1599999964237213,4.438415759997952,FluoDB-Lite,ChemFluo,13.0,6n6,1.0,train,10.1039/c2cc31662e,127.0
Nn1cnnc1Cc1ccccc1,CCO,Nn1cnnc1Cc1ccccc1,CCO,,,,,3.574031267727719,FluoDB-Lite,Epsilon,12.0,5n6,1.0,train,,
CC[Si](CC)(CC)C1=CC2=C(c3c(C)cc(C)cc3C)c3cc([Si](CC)(CC)CC)cn3[B-](F)(F)[N+]2=C1,ClCCl,CC[Si](CC)(CC)C1=CC2=C(c3c(C)cc(C)cc3C)c3cc([Si](CC)(CC)CC)cn3[B-](F)(F)[N+]2=C1,ClCCl,517.0,529.0,,0.8700000047683716,,FluoDB-Lite,BODIPY,5.0,BODIPY,6.0,train,10.1002/asia.201601637,12.0
Cn1c(=O)c(/N=N/c2ccc(S(=O)(=O)O)c3ccccc23)c(O)c2ccccc21,CO,Cn1c(=O)c(/N=N/c2ccc(S(=O)(=O)O)c3ccccc23)c(O)c2ccccc21,CO,468.0,562.0,,,,FluoDB-Lite,Deep4Chem,2.0,Coumarin,8.0,train,10.1016/j.dyepig.2019.04.028,94.0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc2c(c1)c1ccccc1n2CC)CCC3,ClCCl,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc2c(c1)c1ccccc1n2CC)CCC3,ClCCl,646.0,712.0,,0.0799999982118606,4.690196080028514,FluoDB-Lite,Deep4Chem,3.0,Carbazole,1.0,valid,10.1016/j.jphotochem.2017.07.045,66.0
CN1Cc2ccc3ccccc3c2C(c2ccccc2)C1(C)C,CCO,CN1Cc2ccc3ccccc3c2C(c2ccccc2)C1(C)C,CCO,,,,,4.788875115775417,FluoDB-Lite,Epsilon,8.0,PAHs,1.0,test,,
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(C)=O,C(=C\c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(/C=C/c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)/c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(C)=O,518.0,647.0,,0.050000000745058,4.643452676486188,FluoDB-Lite,Deep4Chem,6.0,Triphenylamine,6.0,test,10.1016/j.optmat.2013.12.047,129.0
COC(=O)c1cc2ccc3cc(N(C)C)ccc3c2oc1=O,O,COC(=O)c1cc2ccc3cc(N(C)C)ccc3c2oc1=O,O,,,,,4.187520720836463,FluoDB-Lite,Epsilon,2.0,Coumarin,1.0,train,,
c1ccc2scnc2c1,CN(C)C=O,c1ccc2scnc2c1,CN(C)C=O,392.0,,,,,FluoDB-Lite,ChemDataExtractor,10.0,5p6,2.0,train,,
CN(CCO)c1ccc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1,CC#N,CN(CCO)c1ccc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1,CC#N,500.0,651.0,,,,FluoDB-Lite,Deep4Chem,13.0,6n6,6.0,train,10.1016/j.cap.2008.07.009,151.0
COC(=O)[C@H](Cc1ccccc1)Nc1c(C(C)=O)c(=O)oc2cc(N(C)C)ccc12,ClCCl,COC(=O)[C@H](Cc1ccccc1)Nc1c(C(C)=O)c(=O)oc2cc(N(C)C)ccc12,ClCCl,373.0,449.0,,0.0043000001460313,,FluoDB-Lite,Deep4Chem,2.0,Coumarin,1.0,train,10.1021/jo801060p,76.0
CC1=C(C)/C(=C/c2[nH]c(Cc3ccc(Cc4[nH]c(/C=C5\N=C(O)C(C)=C5C)c(C)c4CCC(=O)O)cc3)c(CCC(=O)O)c2C)N=C1O,CO,CC1=C(C)/C(=C/c2[nH]c(Cc3ccc(Cc4[nH]c(/C=C5\N=C(O)C(C)=C5C)c(C)c4CCC(=O)O)cc3)c(CCC(=O)O)c2C)N=C1O,CO,,,,,4.733197265106569,FluoDB-Lite,Epsilon,12.0,5n6,5.0,train,,
COC(=O)c1c(C)c2c(c(C)c1O)O[C@@]1(C2)C(=O)C=C(C)C(=O)[C@]12Oc1c(C(=O)OC)c(C)cc(O)c1[C@@H]2O,CCO,COC(=O)c1c(C)c2c(c(C)c1O)O[C@@]1(C2)C(=O)C=C(C)C(=O)[C@]12Oc1c(C(=O)OC)c(C)cc(O)c1[C@@H]2O,CCO,,,,,0.6884198321873538,FluoDB-Lite,Epsilon,10.0,5p6,1.0,train,,
N#Cc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(C#N)cc5)c5ccc2c3c45)cc1,CCCCCC,N#Cc1ccc(C#Cc2ccc3ccc4ccc(C#Cc5ccc(C#N)cc5)c5ccc2c3c45)cc1,CCCCCC,412.0,436.0,,0.8004000186920166,4.759652738531891,FluoDB-Lite,Deep4Chem,8.0,PAHs,9.0,train,10.1021/jo900588e,24.0
C[O+]=C1C=CC(=C2c3cccn3[B-](F)(F)n3c(N)ccc32)C=C1,CC#N,C[O+]=C1C=CC(=C2c3cccn3[B-](F)(F)n3c(N)ccc32)C=C1,CC#N,,,,,0.6273658331488362,FluoDB-Lite,Epsilon,5.0,BODIPY,1.0,train,,
Cc1c(C#N)c(=O)oc2c1ccc1ccccc12,CCO,Cc1c(C#N)c(=O)oc2c1ccc1ccccc12,CCO,,,,,4.189995339964319,FluoDB-Lite,Epsilon,2.0,Coumarin,1.0,train,,
COC(=O)c1ccn2c(NC3CCCCC3)c(-c3ccccc3S(=O)(=O)O)nc2c1,CS(C)=O,COC(=O)c1ccn2c(NC3CCCCC3)c(-c3ccccc3S(=O)(=O)O)nc2c1,CS(C)=O,382.0,539.0,,0.6200000047683716,,FluoDB-Lite,ChemFluo,10.0,5p6,1.0,train,10.1021ja204016e_0306,157.0
CCC1=C(C)C2=Cc3c(C)c(Sc4c(C)c5n(c4C)[B-](F)(F)[N+]4=C(C)C(CC)=C(C)C4=C5)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,CCC1=C(C)C2=Cc3c(C)c(Sc4c(C)c5n(c4C)[B-](F)(F)[N+]4=C(C)C(CC)=C(C)C4=C5)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,551.0,614.0,,0.005,,FluoDB-Lite,BODIPY,5.0,BODIPY,1.0,train,10.1002/chem.201300893,63.0
O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CCOC(C)=O,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CCOC(C)=O,301.0,350.0,,0.1800000071525573,4.374748346010104,FluoDB-Lite,Deep4Chem,13.0,6n6,9.0,train,10.1016/j.saa.2012.12.086,49.0
N#Cc1cc2ccc(O)cc2oc1=N,C1CCOC1,N#Cc1cc2ccc(O)cc2oc1=N,C1CCOC1,360.0,412.0,,0.0262000001966953,4.034588353713624,FluoDB-Lite,Deep4Chem,2.0,Coumarin,5.0,test,10.1016/j.molliq.2014.02.029,52.0
CCCCCCCCOc1ccc(-c2ccc(N(c3ccc(-c4ccc(OCCCCCCCC)cc4OCCCCCCCC)cc3)c3ccc(-c4ncc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c5nc(-c6ccccc6)c(-c6ccccc6)nc45)cc3)cc2)c(OCCCCCCCC)c1,ClCCl,CCCCCCCCOc1ccc(-c2ccc(N(c3ccc(-c4ccc(OCCCCCCCC)cc4OCCCCCCCC)cc3)c3ccc(-c4ncc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c5nc(-c6ccccc6)c(-c6ccccc6)nc45)cc3)cc2)c(OCCCCCCCC)c1,ClCCl,541.0,,,,,FluoDB-Lite,"DSSCDB,Dye aggregation",6.0,Triphenylamine,1.0,train,10.1021/am507824h,
CCCCCCCCn1nc2c(-c3ccc(C(=O)O)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2n1,ClCCl,CCCCCCCCn1nc2c(-c3ccc(C(=O)O)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2n1,ClCCl,714.0,,,,,FluoDB-Lite,DSSCDB,6.0,Triphenylamine,1.0,train,10.1002/chem.201504277,
CCCC/C=C/c1c(O)cc2c(c1O)C(=O)c1c(cc(O)c(Cl)c1O)C2=O,CO,CCCC/C=C/c1c(O)cc2c(c1O)C(=O)c1c(cc(O)c(Cl)c1O)C2=O,CO,,,,,0.6434526858992667,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
Cc1ccc(C2=C3C=CC(=[Cl+])N3[B-](F)(F)n3c2ccc3N(Cc2ccccn2)Cc2ccccn2)cc1,C1CCOC1,Cc1ccc(C2=C3C=CC(=[Cl+])N3[B-](F)(F)n3c2ccc3N(Cc2ccccn2)Cc2ccccn2)cc1,C1CCOC1,503.0,554.0,,0.006000000052154,,FluoDB-Lite,BODIPY,5.0,BODIPY,5.0,train,10.1039/c4ra03183k,51.0
CC[C@H](C)[C@H](Nc1c(C(C)=O)c(=O)oc2cc(N(C)C)ccc12)C(=O)O,ClCCl,CC[C@H](C)[C@H](Nc1c(C(C)=O)c(=O)oc2cc(N(C)C)ccc12)C(=O)O,ClCCl,371.0,445.0,,0.0031000000890344,,FluoDB-Lite,Deep4Chem,2.0,Coumarin,1.0,test,10.1021/jo801060p,74.0
COc1cc2c(c(O)c1OC)c(=O)c1ccc(O)c(OC)c1n2C,CO,COc1cc2c(c(O)c1OC)c(=O)c1ccc(O)c(OC)c1n2C,CO,,,,,3.6600112212893303,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,train,,
Cn1c(C2=[N+]3C(=Nc4c5ccccc5c(-c5cc6ccccc6n5C)n4[B-]3(F)C#N)c3ccccc32)cc2ccccc21,ClCCl,Cn1c(C2=[N+]3C(=Nc4c5ccccc5c(-c5cc6ccccc6n5C)n4[B-]3(F)C#N)c3ccccc32)cc2ccccc21,ClCCl,793.0,,,,,FluoDB-Lite,SMFluo,5.0,BODIPY,1.0,train,,
COc1ccc(Br)c(CC2=C3CC[C@H](OC(C)(C)C)[C@@]3(C)CC=C2)c1,CC#N,COc1ccc(Br)c(CC2=C3CC[C@H](OC(C)(C)C)[C@@]3(C)CC=C2)c1,CC#N,,,,,4.626996959365406,FluoDB-Lite,Epsilon,10.0,5p6,1.0,test,,
CCCSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,CCCSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,496.0,528.0,,0.2599999904632568,,FluoDB-Lite,BODIPY,5.0,BODIPY,5.0,train,10.1139/CJC-2015-0303,32.0
CN(C)c1ccc(C#CC2=C(Cl)[C](Cl)C(=C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(Cl)=C2Cl)cc1,CC#N,CN(C)c1ccc(C#CC2=C(Cl)[C](Cl)C(=C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(Cl)=C2Cl)cc1,CC#N,,,,,3.568201724066995,FluoDB-Lite,Epsilon,13.0,6n6,10.0,train,,
Cc1ccc(N2C3=C(C(=O)CCC3)C(c3ccc(Cl)cc3)C3=C2CCCC3=O)cc1,ClCCl,Cc1ccc(N2C3=C(C(=O)CCC3)C(c3ccc(Cl)cc3)C3=C2CCCC3=O)cc1,ClCCl,,,,,3.739967696759509,FluoDB-Lite,Epsilon,4.0,Cyanine,5.0,train,,
CC1(C)C(=CC=C2CCCC(C=CC3=[N+](CCCS(=O)(=O)O)c4ccc5ccccc5c4C3(C)C)=C2c2ccc(C(=O)[O-])cc2)N(CCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CO,CC1(C)C(=CC=C2CCCC(C=CC3=[N+](CCCS(=O)(=O)O)c4ccc5ccccc5c4C3(C)C)=C2c2ccc(C(=O)[O-])cc2)N(CCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CO,800.0,811.0,,0.0879999995231628,5.380211241711606,FluoDB-Lite,Deep4Chem,4.0,Cyanine,1.0,train,10.1021/jo061284u,11.0
[O-][n+]1c(C(c2ccccc2)c2ccccc2)c2ccccc2c2ccccc21,c1ccccc1,[O-][n+]1c(C(c2ccccc2)c2ccccc2)c2ccccc2c2ccccc21,c1ccccc1,,,,,4.270003000105059,FluoDB-Lite,Epsilon,11.0,6p6,2.0,train,,
O=C1C[C@@H]2c3cc([N+](=O)[O-])ccc3OC(=O)[C@@H]2[C@H](c2ccco2)C1,CCO,O=C1C[C@@H]2c3cc([N+](=O)[O-])ccc3OC(=O)[C@@H]2[C@H](c2ccco2)C1,CCO,,,,,0.6304278730850918,FluoDB-Lite,Epsilon,11.0,6p6,1.0,train,,
O=C(/C=C1\C(O)=Nc2ccccc21)c1ccc(O)cc1,CC(C)O,O=C(/C=C1\C(O)=Nc2ccccc21)c1ccc(O)cc1,CC(C)O,338.0,407.0,,,,FluoDB-Lite,Deep4Chem,10.0,5p6,12.0,train,10.1016/j.molstruc.2011.12.043,69.0
COc1cc(O)c2c(=O)c3ccc(OC)c(OC)c3oc2c1,CCO,COc1cc(O)c2c(=O)c3ccc(OC)c(OC)c3oc2c1,CCO,,,,,4.6674529528899535,FluoDB-Lite,Epsilon,9.0,Acridines,1.0,test,,
Cc1ccc2c(c1)c1ccc(C(C)(C)C)cc1n[n+]2-c1cccc(C(C)(C)C)c1,ClCCl,Cc1ccc2c(c1)c1ccc(C(C)(C)C)cc1n[n+]2-c1cccc(C(C)(C)C)c1,ClCCl,392.0,509.0,,0.0299999993294477,4.103803720955957,FluoDB-Lite,ChemFluo,15.0,Benz,1.0,train,10.1021/acs.orglett.8b04072,117.0
O=C1N=C(O)/C(=C\c2ccccc2O)S1,O,O=C1N=C(O)/C(=C\c2ccccc2O)S1,O,351.0,480.0,,0.0109999999403953,,FluoDB-Lite,Deep4Chem,12.0,5n6,8.0,train,10.1016/j.saa.2009.01.001,129.0
C[N+](C)=C1C=CC(=C2C=C3C=Cc4ccccc4N3[B-](F)(F)O2)C=C1,CCOC(C)=O,C[N+](C)=C1C=CC(=C2C=C3C=Cc4ccccc4N3[B-](F)(F)O2)C=C1,CCOC(C)=O,468.0,534.0,,0.6140000224113464,4.655138434811383,FluoDB-Lite,Deep4Chem,4.0,Cyanine,10.0,train,10.1016/j.saa.2018.03.048,66.0
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)cc21,C1CCOC1,CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2-c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)cc21,C1CCOC1,473.0,568.0,,,,FluoDB-Lite,"DSSCDB,Dye aggregation",12.0,5n6,1.0,train,10.1016/j.tet.2010.11.044,95.0
C=Cc1c(C)c2cc3nc(c(CC(=O)OCc4ccccc4)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)OC)[C@@H](CCC(=O)OC)[C@@H]3C,CO,C=Cc1c(C)c2cc3nc(c(CC(=O)OCc4ccccc4)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)OC)[C@@H](CCC(=O)OC)[C@@H]3C,CO,,,,,4.617000341120899,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,test,,
C#CCOc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C=C4)C=C3)c1,ClCCl,C#CCOc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)C=C4)C=C3)c1,ClCCl,,,,,5.4700000218285,FluoDB-Lite,Epsilon,7.0,Porphyrin,1.0,test,,
COc1ccc2c(ccc3c(N4CCOCC4)c(-c4ccccc4)c(=O)oc32)c1,CCO,COc1ccc2c(ccc3c(N4CCOCC4)c(-c4ccccc4)c(=O)oc32)c1,CCO,,,,,4.799994944688714,FluoDB-Lite,Epsilon,2.0,Coumarin,1.0,train,,
