canonical_chromophore_smiles,canonical_solvent_smiles,row_count,unique_measurements,source_combination,min_emission_nm,max_emission_nm
CNc1ncnc2cc(-c3ccccc3)n3nc(-c4ccccc4)cc3c12,,4,4,chemfluor,343.0,434.0
COC(=O)C(C)(C)C1Oc2ccc(C)cc2C(=O)/C1=C\NS(=O)(=O)c1ccc(C)cc1,,3,3,chemfluor,468.0,492.0
COC(=O)C([NH3+])Cc1ccc2oc(-c3ccncc3)nc2c1,CC#N,2,2,"FluoDB-Lite,deep4chem",367.9,368.0
COC(=O)C([NH3+])Cc1ccc2oc(-c3ccncc3)nc2c1,CC1CCCCC1,2,2,"FluoDB-Lite,deep4chem",356.0,356.1
COC(=O)C([NH3+])Cc1ccc2oc(-c3ccncc3)nc2c1,CO,2,2,"FluoDB-Lite,deep4chem",379.9,380.0
COC(=O)C([NH3+])Cc1ccc2oc(-c3ccncc3)nc2c1,O,2,2,"FluoDB-Lite,deep4chem",402.8,403.0
COC(=O)C1(C(=O)OC)Cc2c(C#Cc3ccc(OC)cc3)c(-c3ccc(OC)cc3)c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3c2C1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",421.8,422.0
COC(=O)C1(C(=O)OC)Cc2c(C#Cc3ccccc3)c(-c3ccccc3)c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3c2C1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",416.0,416.3
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",510.0,510.0
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,CC#N,2,2,"FluoDB-Lite,deep4chem",549.0,549.0
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,CC(C)=O,2,2,"FluoDB-Lite,deep4chem",532.0,532.0
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,CCO,2,2,"FluoDB-Lite,deep4chem",584.0,584.0
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",491.0,491.0
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",509.0,509.0
COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,,12,12,chemfluor,491.0,592.0
COC(=O)CNC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",397.0,397.0
COC(=O)CNC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,CC#N,2,2,"FluoDB-Lite,deep4chem",409.0,409.0
COC(=O)CNC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,ClCCl,2,2,"FluoDB-Lite,deep4chem",407.0,407.0
COC(=O)c1[nH]c(-c2ccc(Br)cc2)c2nnc3ccc(OC)cc3c12,ClCCl,2,2,"FluoDB-Lite,deep4chem",475.0,475.0
COC(=O)c1[nH]c(-c2ccc(OC)cc2)c2nnc3ccc(OC)cc3c12,ClCCl,2,2,"FluoDB-Lite,deep4chem",504.0,504.0
COC(=O)c1[nH]c(-c2ccc([N+](=O)[O-])cc2)c2nnc3ccc(OC)cc3c12,ClCCl,2,2,"FluoDB-Lite,deep4chem",549.0,549.0
COC(=O)c1[nH]c(-c2ccccc2)c2nnc3c4ccccc4oc3c12,ClCCl,2,2,"FluoDB-Lite,deep4chem",473.0,473.0
COC(=O)c1[nH]c(-c2ccccc2)c2nnc3ccc(OC)cc3c12,ClCCl,2,2,"FluoDB-Lite,deep4chem",475.0,475.0
COC(=O)c1[nH]c(-c2ccccc2)c2nnc3ccsc3c12,ClCCl,2,2,"FluoDB-Lite,deep4chem",478.0,478.0
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccccc3)nn2c1C,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",,
COC(=O)c1c(C(=O)OC)c2ccc(C)nn2c1C,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",,
COC(=O)c1c2ccccc2nc2ccccc12,CO,2,2,"FluoDB-Lite,deep4chem",432.0,432.0
COC(=O)c1c2ccccc2nc2ccccc12,COCCOC,2,2,"FluoDB-Lite,deep4chem",420.0,420.0
COC(=O)c1c2ccccc2nc2ccccc12,ClCCl,2,2,"FluoDB-Lite,deep4chem",422.0,422.0
COC(=O)c1c2ccccc2nc2ccccc12,OCCO,2,2,"FluoDB-Lite,deep4chem",418.0,418.0
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,ClCCl,2,2,"FluoDB-Lite,deep4chem",605.0,605.0
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(Oc4ccccc4)cc3)sc12,ClCCl,2,2,"FluoDB-Lite,deep4chem",469.0,469.0
COC(=O)c1ccc(-c2ccc(/C=C/c3cc(C)c4n3[B-](F)(F)[N+]3=CC=CC3=C4)cc2)cc1,,2,2,chemfluor,582.0,582.0
COC(=O)c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2cc(-c4ccc(C(=O)OC)cc4)ccc2N3)cc1,,8,8,chemfluor,414.0,512.0
COC(=O)c1ccc(-c2ccc3c(c2)[Si](c2ccccc2)(c2ccccc2)c2cc(-c4ccc(C(=O)OC)cc4)ccc2N3)cc1,,8,8,chemfluor,407.0,484.0
COC(=O)c1ccc(-c2cn3ccc[n+]3[n-]2)c(C#N)c1,,5,5,chemfluor,463.0,645.0
COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC#N,3,3,"FluoDB-Lite,deep4chem",558.0,558.0
COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC(C)O,3,3,"FluoDB-Lite,deep4chem",550.0,550.0
COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CO,3,3,"FluoDB-Lite,deep4chem",569.0,569.0
COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CS(C)=O,3,3,"FluoDB-Lite,deep4chem",580.0,580.0
COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,ClC(Cl)Cl,3,3,"FluoDB-Lite,deep4chem",496.0,496.0
COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,c1ccccc1,3,3,"FluoDB-Lite,deep4chem",475.0,475.0
COC(=O)c1ccc(C#Cc2c3c(c4c(-c5ccccc5)c(-c5ccccc5)c(-c5ccccc5)c(-c5ccccc5)c4c2-c2ccc(C(=O)OC)cc2)CC(C(=O)OC)(C(=O)OC)C3)cc1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",432.0,432.4
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",426.0,426.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",482.0,482.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",450.0,450.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CC#N,2,2,"FluoDB-Lite,deep4chem",544.0,544.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CC(C)CC(C)(C)C,2,2,"FluoDB-Lite,deep4chem",377.5,378.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CC(C)O,2,2,"FluoDB-Lite,deep4chem",441.5,442.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CC1CCCO1,2,2,"FluoDB-Lite,deep4chem",464.5,465.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CCCCCCCCCCCCCCCC,2,2,"FluoDB-Lite,deep4chem",370.0,370.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CCOC(C)=O,2,2,"FluoDB-Lite,deep4chem",470.0,470.5
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CCOCC,2,2,"FluoDB-Lite,deep4chem",458.5,459.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",524.0,524.0
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CS(C)=O,2,2,"FluoDB-Lite,deep4chem",548.0,548.5
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",381.0,381.0
COC(=O)c1ccc(C#Cc2ccccc2)cc1,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",321.0,321.2
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CC#N,2,2,"FluoDB-Lite,deep4chem",353.8,354.0
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CC(C)O,2,2,"FluoDB-Lite,deep4chem",353.0,353.2
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CCCCCC,2,2,"FluoDB-Lite,deep4chem",319.0,319.0
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CCCCCCCCCCCCCCCC,2,2,"FluoDB-Lite,deep4chem",322.0,322.3
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CO,2,2,"FluoDB-Lite,deep4chem",363.6,364.0
COC(=O)c1ccc(Oc2ccc3c4c(cccc24)C(=O)N(c2c(C(C)C)cccc2C(C)C)C3=O)cc1,ClCCl,2,2,"FluoDB-Lite,deep4chem",421.0,421.0
COC(=O)c1nc(Br)c(-c2ccccc2)o1,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",344.0,344.0
COC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",402.0,402.0
COC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,CC#N,2,2,"FluoDB-Lite,deep4chem",415.0,415.0
COC(=O)c1nc2c(N(C)C)nc(N(C)C)nc2n1Cc1ccccc1,ClCCl,2,2,"FluoDB-Lite,deep4chem",409.0,409.0
COC(=O)c1nc2c(N)nc(N(C)C)nc2n1Cc1ccccc1,CC#N,2,2,"FluoDB-Lite,deep4chem",414.0,414.0
COC(=O)c1nc2c(N)nc(N(C)C)nc2n1Cc1ccccc1,CO,2,2,"FluoDB-Lite,deep4chem",436.0,436.0
COC(=O)c1nc2c(N)nc(N(C)C)nc2n1Cc1ccccc1,ClCCl,2,2,"FluoDB-Lite,deep4chem",409.0,409.0
COC(=O)c1nc2cnc(N(C)C)nc2n1Cc1ccccc1,CC#N,2,2,"FluoDB-Lite,deep4chem",444.0,444.0
COC(=O)c1nc2cnc(N(C)C)nc2n1Cc1ccccc1,CO,2,2,"FluoDB-Lite,deep4chem",466.0,466.0
COC(=O)c1nc2cnc(N(C)C)nc2n1Cc1ccccc1,ClCCl,2,2,"FluoDB-Lite,deep4chem",433.0,433.0
COC(=O)c1noc(-c2ccccc2)c1Br,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",344.0,344.0
COC1=NC2(C(C#N)=C(N)Oc3ccc4ccccc4c32)C(c2ccc(N(C)C)cc2)=C1C#N,,2,2,chemfluor,473.0,496.0
COC1=NC2(C(C#N)=C(N)Oc3ccccc32)C(c2ccc(-c3ccc(N(C)C)cc3)s2)=C1C#N,,2,2,chemfluor,586.0,635.0
COC1=NC2(C(C#N)=C(N)Oc3ccccc32)C(c2ccc(N(C)C)cc2)=C1C#N,,2,2,chemfluor,467.0,491.0
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(N)cc3[nH]c2cc3CCOC)C(CCOC)=C1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",748.0,748.0
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(N3C(=O)CCCC3=O)cc3[nH]c2cc3CCOC)C(CCOC)=C1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",646.0,646.0
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(O)cc3[nH]c2cc3CCOC)C(CCOC)=C1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",688.0,688.0
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(OC(C)=O)cc3[nH]c2cc3CCOC)C(CCOC)=C1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",652.0,652.0
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(c(OC)cc3[nH]c2cc3CCOC)C(CCOC)=C1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",690.0,690.0
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(ccc3[nH]c2cc3CCO)C(CCOC)=C1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",643.0,643.0
COCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(ccc3[nH]c2cc3CCOC)C(CCOC)=C1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",642.0,642.0
COCCOCCN1C(=O)C2=C(c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)N(CCOCCOC)C(=O)C2=C1c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,,2,2,chemfluor,630.0,640.0
COCCOCCOC1=NC2(C(C#N)=C(N)Oc3ccccc32)C(c2ccc(N(C)C)cc2)=C1C#N,,2,2,chemfluor,469.0,492.0
COCCOCCOCCN1C(=O)C2=C(c3ccc(OC)cc3)N(CCOCCOCCOC)C(=O)C2=C1c1ccc(OC)cc1,,2,2,chemfluor,527.0,527.0
COCCOCCOCCN1C(=O)C2=C(c3ccncc3)N(CCOCCOCCOC)C(=O)C2=C1c1ccncc1,,2,2,chemfluor,534.0,537.0
COCCOCCOCCN1C(=O)C2=C(c3ccncc3)NC(=O)C2=C1c1ccncc1,,2,2,chemfluor,530.0,536.0
COCCOCCOCCN1c2ccccc2Sc2cc(C3=C(C#N)C(NCCN)=NC34C(C#N)=C(N)Oc3ccccc34)ccc21,,2,2,chemfluor,587.0,616.0
COCCOCCOCCN1c2ccccc2Sc2cc(C3=C(C#N)C(OC)=NC34C(C#N)=C(N)Oc3ccccc34)ccc21,,2,2,chemfluor,600.0,634.0
COCCOCCOCCOC1=NC2(C(C#N)=C(N)Oc3ccccc32)C(c2ccc(N(C)C)cc2)=C1C#N,,2,2,chemfluor,466.0,491.0
COCCOCCOCCOc1cc(/C=C/c2ccc(C3=C4C(=O)N(CCOCCOC)C(c5ccc(/C=C/c6cc(OCCOCCOCCOC)c(OCCOCCOCCOC)c(OCCOCCOCCOC)c6)cc5)=C4C(=O)N3CCOCCOC)cc2)cc(OCCOCCOCCOC)c1OCCOCCOCCOC,,2,2,chemfluor,572.0,581.0
COCCOCCOCN1C(=O)c2ccc3c(-c4ccccc4)c4c5ccc6c7c(ccc(c(-c8ccccc8)c4c4ccc(c2c34)C1=O)c75)C(=O)N(COCCOCCOC)C6=O,ClCCl,2,2,"FluoDB-Lite,deep4chem",695.0,695.0
COOCc1noc(-c2ccccc2)c1Br,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",345.0,345.0
CO[B-]1(OC)N2C=C(Br)C=CC2=N[N+]1=C(C)C,,5,5,chemfluor,492.0,504.0
CO[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",439.0,439.0
COc1c(-c2c(OC)c3cccc4ccc5oc(=O)cc2c5c43)c2cc(=O)oc3ccc4cccc1c4c32,CC1CCCO1,2,2,"FluoDB-Lite,deep4chem",543.0,549.1
COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",413.9,414.0
COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CC#N,2,2,"FluoDB-Lite,deep4chem",490.0,490.5
COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CCOC(C)=O,2,2,"FluoDB-Lite,deep4chem",468.7,469.0
COc1c(Br)c2cc(=O)oc3ccc4cccc1c4c32,CC1CCCO1,2,2,"FluoDB-Lite,deep4chem",487.0,517.9
COc1c(C(C)=O)c(=O)oc2cc(N(C)C)ccc12,ClCCl,2,2,"FluoDB-Lite,deep4chem",419.0,419.0
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4ccccc4cc3c(C#CC(C)(C)C)c12,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",685.0,685.0
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4ccccc4cc3c(C#CC(C)(C)C)c12,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",680.0,680.0
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4sccc4cc3c(C#CC(C)(C)C)c12,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",630.0,630.0
COc1c2ccccc2c(OC)c2c(C#CC(C)(C)C)c3cc4sccc4cc3c(C#CC(C)(C)C)c12,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",632.0,632.0
COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4ccccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",714.0,714.0
COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4ccccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",706.0,706.0
COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4sccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",656.0,656.0
COc1c2ccccc2c(OC)c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4sccc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c12,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",648.0,648.0
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4ccccc4cc3c(C#Cc3ccccc3)c12,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",718.0,718.0
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4ccccc4cc3c(C#Cc3ccccc3)c12,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",715.0,715.0
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",674.0,674.0
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",670.0,670.0
COc1c2ccccc2c(OC)c2c(C#Cc3ccccc3)c3cc4sccc4cc3c(C#Cc3ccccc3)c12,ClCCl,2,2,"FluoDB-Lite,deep4chem",672.0,672.0
COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",443.0,443.0
COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",411.0,411.0
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",428.0,428.0
COc1c2ccccc2c(OC)c2c1c1cc(Cl)ccc1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",431.0,431.0
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",434.0,434.0
COc1c2ccccc2c(OC)c2c1c1ccc(C(F)(F)F)cc1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",437.0,437.0
COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",419.0,419.0
COc1c2ccccc2c(OC)c2c1c1ccc(F)cc1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",411.0,411.0
COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",431.0,431.0
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",413.0,413.0
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,ClCCl,2,2,"FluoDB-Lite,deep4chem",422.0,422.0
COc1cc(-c2ncc(-c3ccncc3)o2)cc(OC)c1OC,ClCCl,2,2,"FluoDB-Lite,deep4chem",417.0,417.0
COc1cc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)ccc1F,,2,2,chemfluor,570.0,571.0
COc1cc(C(=O)O)ccc1O,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",320.0,320.0
COc1cc(C(=O)O)ccc1O,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",330.0,330.0
COc1cc(C(=O)O)ccc1O,CC(C)CO,2,2,"FluoDB-Lite,deep4chem",340.0,340.0
COc1cc(C(=O)O)ccc1O,CC(C)O,2,2,"FluoDB-Lite,deep4chem",340.0,340.0
COc1cc(C(=O)O)ccc1O,CCOC(C)=O,2,2,"FluoDB-Lite,deep4chem",330.0,330.0
COc1cc(C(=O)O)ccc1O,CO,2,2,"FluoDB-Lite,deep4chem",340.0,340.0
COc1cc(C(=O)O)ccc1O,O,3,3,"FluoDB-Lite,deep4chem",325.0,340.0
COc1cc(C)c2c(c1C)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2,ClC(Cl)Cl,2,2,"FluoDB-Lite,deep4chem",,
COc1cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)cc(OC)c1OC,ClCCl,2,2,"FluoDB-Lite,deep4chem",469.0,469.0
COc1cc(C=Cc2nc3ccccc3o2)c(OC)cc1C=Cc1nc(C)nc(C=Cc2cc(OC)c(C=Cc3nc4ccccc4o3)cc2OC)n1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",487.0,487.0
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CC#N,2,2,"FluoDB-Lite,deep4chem",566.0,566.0
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",500.0,500.0
COc1cc(N2CCCC2)c(OC)cc1/C=C/c1ccc(/C=C/c2ccnc(-c3cc(C)ccn3)c2)cc1,,4,4,chemfluor,571.0,656.0
COc1cc(N2CCCC2)c(OC)cc1/C=C/c1ccnc(-c2cc(C)ccn2)c1,,4,4,chemfluor,482.0,576.0
COc1cc(NC2=CC3=c4cc(Nc5cc(OC)cc(OC)c5)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(Nc7cc(OC)cc(OC)c7)cc(c4c65)C4=CC(Nc5cc(OC)cc(OC)c5)=C5N=C(C(F)(F)C(F)(F)C(F)(F)F)N=C2C5C43)cc(OC)c1,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",,
COc1cc(OC)c2c(c1)C(=O)c1cc(OC)cc(OC)c1-2,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",585.0,585.0
COc1cc(OC)c2c(c1)C(=O)c1ccc(OC)cc1-2,C1CCCCC1,2,2,"FluoDB-Lite,deep4chem",537.0,537.0
COc1cc(OC)c2c(c1)C(=O)c1ccc(OC)cc1-2,CC#N,2,2,"FluoDB-Lite,deep4chem",578.0,578.0
COc1cc(OC)c2c(c1)C(=O)c1ccccc1-2,CC#N,2,2,"FluoDB-Lite,deep4chem",592.0,592.0
COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,CN(C)C=O,2,2,"FluoDB-Lite,deep4chem",407.0,407.0
COc1cc(OC)cc(-c2ccc(C3=CC(c4ccccc4)=C(c4ccccc4)C3)cc2)c1,ClCCl,2,2,"FluoDB-Lite,deep4chem",455.0,455.0
COc1cc(OC)cc(C2=CC(c3ccccc3)=C(c3ccccc3)C2)c1,ClCCl,2,2,"FluoDB-Lite,deep4chem",449.0,449.0
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccc4ccccc4c3)=C2)c1,CC#N,2,2,"FluoDB-Lite,deep4chem",521.0,521.2
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccc4ccccc4c3)=C2)c1,CC(C)=O,2,2,"FluoDB-Lite,deep4chem",521.0,521.2
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccc4ccccc4c3)=C2)c1,CCCCCC,2,2,"FluoDB-Lite,deep4chem",418.9,419.0
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccc4ccccc4c3)=C2)c1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",492.0,492.3
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccccc3)=C2)c1,CC#N,2,2,"FluoDB-Lite,deep4chem",602.0,602.3
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccccc3)=C2)c1,CC(C)=O,2,2,"FluoDB-Lite,deep4chem",590.8,591.0
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccccc3)=C2)c1,CCCCCC,2,2,"FluoDB-Lite,deep4chem",446.0,446.2
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccccc3)=C2)c1,Cc1ccccc1,2,2,"FluoDB-Lite,deep4chem",505.5,506.0
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,C1CCOC1,2,2,"FluoDB-Lite,deep4chem",401.8,402.0
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,C1COCCO1,2,2,"FluoDB-Lite,deep4chem",402.0,402.4
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC#N,2,2,"FluoDB-Lite,deep4chem",401.8,402.0
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC(C)=O,2,2,"FluoDB-Lite,deep4chem",399.0,399.4
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC(C)O,2,2,"FluoDB-Lite,deep4chem",405.0,405.0
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CC1COC(=O)O1,2,2,"FluoDB-Lite,deep4chem",404.8,405.0
COc1cc(S(=O)(=O)[O-])c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c43,CCO,2,2,"FluoDB-Lite,deep4chem",409.0,409.0
